"Normal10, 379th Right d2",393,492,594,651,744,841,1193,1295,1388,1459,1553,1661
"Normal11, 159th Right d2",32,154,245,293,387,515,1003,1113,1218,1272,1374,1499
"Normal11, 163th Left d2",29,146,231,282,384,500,1068,1193,1272,1323,1423,1542
"Normal11, 165th Left d2",35,157,248,302,415,551,1051,1181,1269,1326,1437,1581
"Normal11, 165th Right d2",38,154,251,313,412,549,1051,1167,1272,1323,1434,1579
"Normal11, 173th Left d2",32,151,242,296,393,515,1025,1136,1238,1295,1394,1510
"Normal11, 173th Right d2",32,146,242,296,395,506,1020,1133,1238,1292,1394,1502
"Normal11, 183th Left d2",27,120,205,254,333,429,1020,1116,1198,1244,1320,1431
"Normal11, 193th Left d2",29,132,219,276,364,495,971,1079,1164,1221,1315,1423
"Normal11, 201th Left d2",32,149,256,319,410,523,1062,1173,1266,1320,1423,1550
"Normal11, 205th Left d2",27,126,211,268,359,446,920,1022,1110,1173,1264,1357
"Normal11, 205th Right d2",29,117,208,271,364,463,917,1020,1105,1164,1266,1352
"Normal11, 235th Right d2",32,154,259,319,427,568,1037,1159,1266,1329,1437,1564
"Normal11, 237th Left d2",32,146,251,310,412,529,983,1108,1207,1272,1386,1496
"Normal11, 253th Right d2",18,134,254,322,404,540,1017,1139,1244,1312,1397,1502
"Normal12, 113th Right d2",46,157,265,313,393,520,1028,1147,1264,1320,1403,1525
"Normal12, 181th Left d2",29,149,265,319,410,546,994,1113,1247,1295,1388,1539
"Normal12, 181th Right d2",41,166,285,333,410,563,1005,1130,1261,1306,1397,1527
"Normal12, 185th Left d2",32,157,273,350,429,560,1076,1193,1309,1363,1448,1587
"Normal12, 185th Right d2",44,171,288,341,427,571,1088,1210,1326,1383,1465,1607
"Normal12, 187th Left d2",32,146,256,316,395,534,988,1105,1230,1292,1377,1505
"Normal12, 187th Right d2",44,160,273,324,407,551,1003,1122,1247,1303,1386,1530
"Normal12, 191th Right d2",49,163,293,353,427,568,1102,1224,1329,1388,1471,1613
"Normal12, 193th Left d2",38,151,259,327,407,554,1017,1136,1261,1320,1414,1570
"Normal12, 193th Right d2",44,174,271,341,427,571,1028,1150,1266,1315,1414,1562
"Normal12, 199th Right d2",44,163,262,316,395,532,960,1068,1184,1258,1343,1440
"Normal12, 205th Right d2",46,168,282,336,427,583,1025,1153,1281,1340,1434,1564
"Normal12, 213th Right d2",44,157,273,336,412,540,1020,1139,1261,1315,1408,1542
"Normal12, 219th Right d2",49,171,296,350,435,591,1034,1156,1286,1337,1428,1576
"Normal12, 243th Right d2",49,160,265,319,404,526,1054,1173,1269,1332,1403,1550
"Normal12, 273th Right d2",52,174,285,347,432,577,1028,1142,1275,1332,1431,1556
"Normal12, 277th Right d2",55,180,307,373,461,617,1056,1181,1312,1380,1462,1618
"Normal12, 285th Right d2",52,174,307,359,455,597,1048,1176,1300,1357,1448,1613
"Normal12, 299th Right d2",55,183,310,364,452,597,1102,1232,1349,1403,1485,1647
"Normal12, 301th Left d2",38,160,288,347,452,605,1042,1159,1303,1354,1471,1604
"Normal12, 301th Right d2",63,194,313,378,483,637,1065,1196,1326,1383,1488,1635
"Normal12, 323th Right d2",66,197,324,381,489,639,1056,1190,1318,1386,1496,1627
"Normal12, 89th Right d2",46,157,271,327,401,509,1034,1142,1266,1312,1400,1516
"Normal13, 165th Left d2",35,143,265,336,421,543,1048,1156,1281,1332,1425,1533
"Normal13, 47th Left d2",38,157,279,341,435,557,1037,1164,1298,1357,1454,1553
"Normal14, 143th Left d2",29,112,185,242,313,398,866,952,1022,1074,1167,1221
"Normal14, 143th Right d2",24,103,183,231,310,398,864,952,1025,1079,1164,1244
"Normal14, 29th Left d2",29,115,197,262,330,407,841,926,1014,1068,1150,1235
"Normal14, 29th Right d2",32,117,211,265,333,427,849,932,1017,1079,1159,1249
"Normal14, 33th Left d2",27,106,194,256,327,395,900,983,1065,1127,1193,1264
"Normal14, 33th Right d2",35,109,202,262,330,401,900,988,1071,1127,1201,1269
"Normal14, 43th Left d2",24,103,183,239,296,373,795,869,949,1011,1082,1147
"Normal14, 43th Right d2",27,103,185,239,305,373,795,875,954,1020,1091,1153
"Normal15, 105th Right d2",29,129,219,268,347,461,1005,1108,1204,1249,1332,1423
"Normal15, 113th Right d2",35,140,234,288,370,512,1022,1136,1227,1272,1383,1513
"Normal15, 127th Right d2",38,140,245,290,381,503,1042,1156,1258,1300,1391,1510
"Normal15, 133th Right d2",35,146,231,276,384,483,1025,1127,1213,1258,1360,1474
"Normal15, 147th Right d2",38,157,262,305,390,503,1005,1116,1210,1266,1360,1485
"Normal15, 155th Right d2",38,149,234,285,378,509,1017,1142,1244,1292,1374,1468
"Normal15, 171th Right d2",41,163,271,330,432,588,1037,1164,1252,1303,1423,1550
"Normal15, 173th Right d2",38,166,262,319,424,568,1031,1159,1261,1318,1420,1533
"Normal15, 175th Right d2",52,177,262,313,401,554,1020,1147,1249,1303,1394,1527
"Normal15, 179th Right d2",38,157,251,310,412,549,1025,1147,1258,1300,1405,1536
"Normal15, 189th Right d2",35,154,262,310,407,540,1056,1170,1261,1323,1420,1547
"Normal15, 191th Left d2",32,149,234,282,381,495,1014,1125,1221,1275,1374,1508
"Normal15, 191th Right d2",38,151,234,296,384,509,1011,1133,1235,1278,1374,1508
"Normal15, 195th Right d2",35,143,225,279,370,492,1022,1133,1238,1289,1386,1502
"Normal15, 221th Right d2",32,140,237,279,378,492,1011,1122,1187,1235,1335,1465
"Normal15, 229th Right d2",38,151,228,282,390,515,1000,1116,1215,1269,1366,1479
"Normal15, 233th Right d2",35,143,225,279,370,472,1025,1133,1221,1275,1366,1499
"Normal15, 235th Right d2",35,154,245,296,398,520,1056,1173,1258,1318,1411,1539
"Normal15, 239th Right d2",29,146,242,293,387,515,1025,1139,1224,1272,1371,1493
"Normal15, 241th Right d2",35,143,239,290,381,489,1034,1142,1235,1283,1369,1493
"Normal15, 243th Right d2",29,146,242,293,381,506,1003,1113,1207,1261,1357,1474
"Normal15, 253th Right d2",32,149,245,296,384,503,1068,1173,1261,1320,1405,1525
"Normal15, 27th Right d2",35,140,239,290,384,517,994,1099,1204,1244,1329,1448
"Normal15, 295th Right d2",32,132,222,271,353,449,1003,1110,1210,1249,1340,1442
"Normal15, 301th Right d2",46,166,259,319,429,574,1022,1153,1249,1312,1414,1550
"Normal15, 311th Right d2",29,151,239,310,398,515,1025,1153,1238,1312,1408,1536
"Normal15, 313th Right d2",35,151,231,288,390,560,1020,1136,1215,1264,1380,1510
"Normal15, 317th Right d2",35,143,245,296,378,512,1008,1116,1213,1261,1369,1493
"Normal15, 323th Right d2",29,134,231,273,373,483,1037,1139,1224,1269,1366,1485
"Normal15, 325th Right d2",32,134,234,276,381,489,1045,1144,1235,1300,1391,1496
"Normal15, 331th Right d2",32,137,228,285,373,483,1025,1127,1235,1278,1374,1488
"Normal15, 333th Right d2",27,140,239,285,373,526,1000,1113,1210,1252,1352,1471
"Normal15, 41th Right d2",35,146,251,310,370,520,1025,1144,1244,1289,1394,1530
"Normal15, 51th Right d2",29,143,262,307,424,600,1017,1142,1241,1295,1400,1539
"Normal15, 53th Right d2",18,137,242,299,381,526,980,1091,1193,1247,1343,1454
"Normal15, 55th Right d2",27,146,242,307,390,526,1028,1139,1230,1283,1380,1510
"Normal15, 59th Right d2",29,134,225,273,353,478,1005,1122,1213,1261,1340,1468
"Normal15, 75th Right d2",35,143,245,299,387,520,1031,1147,1249,1295,1388,1513
"Normal15, 85th Right d2",27,149,231,290,373,498,1011,1127,1213,1244,1363,1468
"Normal15, 91th Right d2",29,146,251,310,410,537,1037,1156,1255,1309,1405,1542
"Normal17, 103th Right d2",35,168,282,316,429,585,1031,1161,1264,1315,1420,1579
"Normal17, 105th Left d2",38,174,282,333,435,591,1025,1161,1264,1312,1417,1587
"Normal17, 105th Right d2",41,177,271,327,438,594,1025,1167,1258,1332,1425,1579
"Normal17, 107th Left d2",41,154,265,324,415,560,1056,1184,1295,1340,1442,1579
"Normal17, 107th Right d2",44,166,268,324,418,571,1059,1190,1298,1349,1442,1593
"Normal17, 111th Left d2",46,154,262,313,404,537,1039,1150,1252,1315,1403,1547
"Normal17, 111th Right d2",44,166,268,324,410,560,1042,1156,1255,1309,1400,1550
"Normal17, 113th Left d2",38,163,268,324,421,568,1034,1161,1255,1315,1420,1562
"Normal17, 113th Right d2",41,171,262,319,418,566,1042,1167,1269,1323,1423,1579
"Normal17, 125th Left d2",35,160,248,316,404,554,1042,1164,1261,1312,1420,1562
"Normal17, 125th Right d2",38,166,268,319,410,566,1045,1167,1269,1315,1411,1559
"Normal17, 129th Left d2",35,157,256,316,401,549,1003,1127,1227,1283,1383,1510
"Normal17, 129th Right d2",32,157,259,319,404,554,1008,1130,1230,1283,1380,1525
"Normal17, 141th Left d2",38,157,251,307,410,551,1054,1178,1266,1323,1420,1550
"Normal17, 141th Right d2",46,163,248,307,410,566,1059,1181,1272,1332,1414,1556
"Normal17, 143th Left d2",41,154,254,302,393,534,1014,1144,1235,1281,1386,1527
"Normal17, 143th Right d2",38,163,259,307,401,543,1020,1142,1238,1286,1383,1519
"Normal17, 161th Left d2",41,160,251,307,410,540,1034,1150,1241,1306,1397,1542
"Normal17, 161th Right d2",44,163,256,319,412,551,1031,1159,1252,1303,1400,1553
"Normal17, 167th Left d2",38,163,254,307,415,568,1028,1156,1258,1315,1408,1567
"Normal17, 167th Right d2",38,163,265,327,415,577,1031,1159,1252,1306,1417,1556
"Normal17, 171th Left d2",38,160,248,305,393,537,1011,1130,1230,1298,1386,1513
"Normal17, 171th Right d2",32,157,259,316,401,529,1008,1133,1232,1312,1383,1519
"Normal17, 17th Left d2",41,171,290,361,461,625,1039,1178,1286,1369,1462,1613
"Normal17, 17th Right d2",35,174,299,373,452,620,1054,1193,1298,1349,1474,1632
"Normal17, 191th Left d2",41,151,254,322,410,549,1056,1170,1275,1337,1420,1553
"Normal17, 191th Right d2",41,168,256,319,407,546,1054,1176,1278,1340,1420,1556
"Normal17, 199th Left d2",29,166,310,378,472,625,1045,1190,1298,1377,1482,1652
"Normal17, 199th Right d2",41,174,319,381,469,617,1034,1184,1315,1391,1471,1641
"Normal17, 201th Left d2",32,180,288,387,495,656,1045,1187,1320,1388,1505,1669
"Normal17, 201th Right d2",27,163,285,347,466,685,1031,1173,1306,1374,1485,1635
"Normal17, 217th Left d2",29,160,251,307,424,577,1025,1153,1244,1303,1420,1570
"Normal17, 217th Right d2",27,140,245,305,415,560,1014,1136,1241,1289,1411,1550
"Normal17, 231th Left d2",38,166,268,319,424,574,1065,1187,1298,1337,1448,1596
"Normal17, 231th Right d2",41,168,276,333,427,580,1068,1198,1300,1346,1451,1590
"Normal17, 233th Left d2",41,174,268,322,444,603,1014,1144,1247,1295,1420,1562
"Normal17, 233th Right d2",41,183,276,322,438,603,1011,1164,1255,1312,1420,1579
"Normal17, 235th Left d2",35,157,256,313,410,563,1031,1150,1244,1303,1400,1559
"Normal17, 235th Right d2",35,160,265,324,415,554,1031,1159,1258,1318,1414,1542
"Normal17, 237th Left d2",41,171,268,316,424,571,1025,1153,1249,1286,1411,1550
"Normal17, 237th Right d2",41,166,265,316,421,571,1017,1153,1252,1300,1411,1553
"Normal17, 239th Left d2",32,157,251,319,401,543,1045,1173,1258,1312,1420,1562
"Normal17, 239th Right d2",35,160,259,307,407,549,1042,1170,1252,1309,1423,1559
"Normal17, 243th Left d2",41,151,245,302,398,543,1039,1153,1247,1298,1405,1550
"Normal17, 243th Right d2",29,163,254,305,395,551,1037,1156,1252,1309,1414,1556
"Normal17, 245th Left d2",38,171,256,316,427,574,1074,1204,1295,1360,1465,1624
"Normal17, 245th Right d2",41,171,262,322,424,588,1076,1218,1312,1354,1457,1610
"Normal17, 253th Left d2",38,163,254,319,407,554,1025,1153,1247,1303,1405,1564
"Normal17, 253th Right d2",35,151,239,299,401,557,1020,1156,1244,1298,1403,1559
"Normal17, 255th Left d2",38,174,268,327,421,571,1048,1184,1264,1315,1423,1564
"Normal17, 255th Right d2",27,163,256,305,412,549,1037,1178,1255,1306,1411,1559
"Normal17, 257th Left d2",35,160,262,327,415,554,1017,1139,1238,1295,1391,1547
"Normal17, 257th Right d2",29,157,254,310,407,574,1011,1142,1232,1286,1388,1536
"Normal17, 259th Left d2",41,168,245,319,415,571,1037,1159,1247,1309,1403,1545
"Normal17, 259th Right d2",35,160,256,299,415,549,1034,1153,1244,1303,1397,1542
"Normal17, 261th Left d2",38,157,248,290,393,532,1031,1150,1252,1289,1388,1533
"Normal17, 261th Right d2",35,154,242,293,398,520,1037,1150,1249,1303,1397,1536
"Normal17, 271th Left d2",44,160,254,322,421,571,1062,1184,1289,1346,1434,1601
"Normal17, 271th Right d2",46,171,254,319,432,571,1065,1207,1303,1352,1437,1604
"Normal17, 273th Left d2",32,157,237,288,387,532,1003,1125,1218,1266,1366,1502
"Normal17, 273th Right d2",41,163,245,293,393,532,1011,1125,1227,1269,1374,1508
"Normal17, 275th Left d2",41,154,251,288,398,537,1025,1144,1235,1286,1377,1510
"Normal17, 275th Right d2",41,160,248,296,401,540,1031,1159,1235,1272,1383,1525
"Normal17, 277th Left d2",41,157,251,310,401,540,1079,1196,1286,1335,1434,1570
"Normal17, 277th Right d2",44,163,259,313,410,554,1079,1204,1286,1337,1434,1579
"Normal17, 279th Left d2",38,151,237,296,384,523,1025,1142,1235,1281,1380,1505
"Normal17, 279th Right d2",41,160,248,288,384,520,1031,1142,1247,1292,1380,1513
"Normal17, 281th Left d2",32,146,231,273,370,500,1020,1136,1207,1252,1349,1485
"Normal17, 281th Right d2",35,154,237,282,381,500,1022,1139,1232,1261,1349,1482
"Normal17, 283th Left d2",38,146,225,268,361,481,1037,1150,1224,1266,1366,1491
"Normal17, 283th Right d2",41,149,239,279,364,486,1039,1153,1241,1272,1360,1493
"Normal17, 285th Left d2",38,149,231,285,376,506,1039,1150,1235,1281,1383,1499
"Normal17, 285th Right d2",44,157,234,293,373,498,1042,1150,1244,1283,1386,1516
"Normal17, 287th Left d2",38,151,248,296,390,517,1085,1193,1283,1332,1423,1567
"Normal17, 287th Right d2",38,154,239,293,384,526,1082,1201,1278,1323,1440,1567
"Normal17, 289th Left d2",41,157,245,290,384,520,1031,1150,1238,1283,1388,1522
"Normal17, 289th Right d2",38,157,245,288,384,529,1037,1150,1244,1292,1388,1530
"Normal17, 291th Left d2",41,171,256,310,412,551,1082,1201,1269,1332,1442,1593
"Normal17, 291th Right d2",41,166,259,319,412,549,1082,1204,1306,1349,1440,1584
"Normal17, 293th Left d2",32,168,245,305,412,543,1020,1139,1247,1292,1394,1530
"Normal17, 293th Right d2",35,166,262,310,410,557,1020,1150,1249,1300,1394,1530
"Normal17, 295th Left d2",35,166,251,313,407,554,1082,1207,1295,1349,1445,1584
"Normal17, 295th Right d2",49,166,262,310,407,549,1093,1213,1292,1354,1445,1596
"Normal17, 299th Left d2",44,160,254,310,401,546,1062,1181,1272,1326,1428,1562
"Normal17, 299th Right d2",46,157,251,310,410,560,1059,1187,1266,1329,1431,1576
"Normal17, 303th Left d2",38,151,251,305,404,543,1045,1170,1264,1309,1411,1573
"Normal17, 303th Right d2",46,160,259,299,404,557,1054,1167,1258,1315,1420,1564
"Normal17, 307th Left d2",35,160,248,310,404,546,1008,1130,1232,1278,1380,1536
"Normal17, 307th Right d2",44,160,239,302,407,546,1022,1136,1227,1278,1394,1527
"Normal17, 313th Left d2",38,166,248,310,418,560,1034,1156,1249,1298,1414,1573
"Normal17, 313th Right d2",46,171,273,327,421,577,1037,1161,1264,1323,1420,1570
"Normal17, 319th Left d2",38,160,259,307,410,540,1054,1178,1272,1318,1420,1576
"Normal17, 319th Right d2",41,166,254,313,410,560,1059,1184,1261,1320,1431,1587
"Normal17, 323th Left d2",38,157,251,307,410,566,1051,1178,1258,1318,1420,1587
"Normal17, 323th Right d2",41,166,259,307,421,546,1059,1178,1269,1326,1431,1579
"Normal17, 327th Left d2",32,157,245,302,410,574,1034,1161,1244,1303,1411,1576
"Normal17, 327th Right d2",44,160,245,302,407,537,1042,1167,1249,1312,1417,1570
"Normal17, 333th Left d2",38,166,262,333,424,591,1054,1193,1289,1346,1454,1601
"Normal17, 333th Right d2",38,171,279,330,441,583,1059,1190,1292,1335,1442,1604
"Normal17, 337th Left d2",35,157,259,307,415,543,1039,1161,1252,1315,1420,1556
"Normal17, 337th Right d2",32,157,251,299,410,557,1037,1159,1247,1298,1405,1556
"Normal17, 339th Left d2",38,166,259,307,407,543,1014,1150,1241,1289,1388,1533
"Normal17, 339th Right d2",27,166,234,293,401,551,1003,1150,1224,1289,1366,1522
"Normal17, 341th Left d2",32,166,251,307,398,534,1059,1181,1255,1306,1431,1570
"Normal17, 341th Right d2",27,149,251,307,401,537,1056,1181,1278,1320,1420,1573
"Normal17, 343th Left d2",29,151,251,296,390,529,1022,1130,1221,1286,1388,1527
"Normal17, 343th Right d2",32,160,245,293,384,532,1017,1139,1247,1292,1380,1527
"Normal17, 353th Left d2",44,160,268,319,412,583,1054,1181,1275,1326,1451,1590
"Normal17, 353th Right d2",27,163,251,324,418,580,1042,1178,1281,1335,1428,1587
"Normal17, 357th Left d2",29,160,251,310,415,560,1017,1139,1241,1303,1391,1553
"Normal17, 357th Right d2",35,166,254,324,421,560,1014,1159,1247,1312,1403,1539
"Normal17, 35th Left d2",35,163,245,310,424,580,1011,1147,1241,1315,1411,1556
"Normal17, 35th Right d2",38,166,259,333,441,600,1020,1153,1249,1320,1420,1567
"Normal17, 381th Left d2",38,177,296,356,466,631,1039,1187,1295,1354,1474,1638
"Normal17, 381th Right d2",41,188,288,359,444,603,1037,1181,1258,1315,1459,1627
"Normal17, 383th Left d2",29,174,285,367,452,620,1034,1184,1286,1343,1457,1621
"Normal17, 383th Right d2",32,171,256,327,452,617,1025,1164,1258,1335,1437,1601
"Normal17, 387th Left d2",35,180,299,356,432,597,1005,1147,1241,1309,1411,1562
"Normal17, 387th Right d2",24,154,259,310,429,566,991,1133,1244,1295,1403,1562
"Normal17, 389th Left d2",35,174,271,327,435,571,1028,1161,1249,1312,1425,1564
"Normal17, 389th Right d2",10,149,265,324,415,551,1017,1147,1238,1286,1403,1547
"Normal17, 391th Left d2",38,168,254,316,407,568,1017,1144,1241,1295,1403,1547
"Normal17, 391th Right d2",24,154,254,316,398,529,1011,1142,1241,1286,1397,1530
"Normal17, 401th Left d2",32,166,259,305,429,585,1054,1184,1283,1346,1442,1596
"Normal17, 403th Left d2",32,171,290,339,415,560,1014,1147,1230,1303,1400,1536
"Normal17, 403th Right d2",21,154,237,296,393,534,1011,1142,1235,1289,1397,1527
"Normal17, 405th Left d2",35,163,254,299,421,560,1074,1201,1289,1352,1448,1598
"Normal17, 405th Right d2",41,157,256,310,412,563,1068,1187,1286,1354,1448,1598
"Normal17, 407th Left d2",35,160,239,305,410,523,1017,1136,1238,1283,1388,1525
"Normal17, 407th Right d2",38,166,248,296,398,543,1017,1144,1241,1286,1391,1533
"Normal17, 421th Left d2",38,166,259,316,418,574,1042,1170,1264,1318,1423,1570
"Normal17, 421th Right d2",41,177,276,319,432,577,1045,1176,1269,1315,1437,1581
"Normal17, 431th Left d2",38,163,259,316,424,574,1008,1139,1238,1300,1405,1562
"Normal17, 431th Right d2",32,163,268,319,421,563,997,1122,1218,1278,1403,1542
"Normal17, 433th Right d2",21,132,231,268,373,509,1014,1113,1218,1269,1354,1479
"Normal17, 43th Left d2",32,160,251,313,407,549,1017,1127,1235,1289,1380,1522
"Normal17, 43th Right d2",38,166,254,310,418,566,1017,1139,1227,1281,1391,1522
"Normal17, 443th Left d2",32,171,251,313,407,540,1025,1144,1247,1306,1403,1550
"Normal17, 443th Right d2",24,143,234,290,390,529,1005,1133,1232,1286,1391,1556
"Normal17, 445th Left d2",35,168,262,316,429,551,1042,1181,1261,1315,1425,1559
"Normal17, 445th Right d2",21,160,245,305,418,551,1034,1173,1241,1298,1408,1547
"Normal17, 447th Left d2",35,163,256,305,401,534,1028,1150,1241,1289,1394,1533
"Normal17, 447th Right d2",32,163,245,293,398,551,1025,1147,1247,1286,1391,1525
"Normal17, 449th Left d2",38,157,251,293,401,523,1008,1125,1207,1261,1354,1499
"Normal17, 449th Right d2",32,160,251,296,387,532,1000,1127,1207,1266,1357,1491
"Normal17, 453th Left d2",32,143,239,290,376,500,1039,1164,1249,1303,1403,1508
"Normal17, 455th Left d2",35,154,228,276,361,503,1034,1144,1232,1283,1380,1508
"Normal17, 455th Right d2",29,143,217,273,367,506,1025,1142,1227,1266,1377,1510
"Normal17, 457th Left d2",38,166,256,302,424,568,1039,1167,1244,1283,1408,1547
"Normal17, 457th Right d2",29,163,245,307,410,554,1028,1161,1241,1283,1403,1536
"Normal17, 459th Left d2",38,166,265,316,421,563,1079,1207,1295,1340,1457,1601
"Normal17, 45th Left d2",38,161,255,303,405,547,987,1112,1199,1245,1356,1502
"Normal17, 45th Right d2",44,163,262,313,401,557,994,1113,1204,1255,1357,1508
"Normal17, 461th Left d2",38,163,251,290,407,554,1017,1139,1230,1275,1400,1539
"Normal17, 461th Right d2",32,168,242,293,404,566,1011,1144,1235,1289,1383,1550
"Normal17, 463th Left d2",35,163,256,313,415,557,1022,1156,1235,1278,1388,1530
"Normal17, 463th Right d2",44,163,265,319,412,563,1025,1153,1232,1275,1383,1527
"Normal17, 465th Left d2",38,151,251,302,401,537,1056,1176,1269,1309,1417,1559
"Normal17, 465th Right d2",46,163,254,290,410,534,1059,1176,1266,1318,1420,1550
"Normal17, 467th Left d2",41,151,245,285,381,517,1014,1130,1230,1275,1377,1510
"Normal17, 467th Right d2",44,157,256,290,381,520,1028,1142,1230,1275,1377,1519
"Normal17, 469th Left d2",38,154,254,299,407,546,1065,1190,1266,1323,1425,1567
"Normal17, 469th Right d2",41,157,265,305,415,551,1071,1193,1281,1318,1423,1553
"Normal17, 471th Left d2",38,160,251,296,401,546,1045,1164,1252,1303,1411,1553
"Normal17, 471th Right d2",35,163,256,307,407,551,1048,1170,1264,1306,1417,1564
"Normal17, 473th Left d2",41,168,268,310,424,577,1025,1150,1247,1289,1405,1547
"Normal17, 473th Right d2",46,171,262,313,432,585,1028,1164,1249,1292,1417,1553
"Normal17, 475th Left d2",38,168,262,307,427,588,1085,1207,1306,1346,1457,1598
"Normal17, 475th Right d2",44,174,271,319,429,585,1085,1213,1318,1354,1457,1604
"Normal17, 479th Left d2",44,160,262,302,410,560,1065,1181,1275,1326,1431,1579
"Normal17, 479th Right d2",44,174,259,305,412,574,1068,1196,1289,1320,1440,1576
"Normal17, 47th Right d2",38,149,245,273,384,509,1082,1196,1283,1320,1431,1559
"Normal17, 49th Left d2",34,144,221,259,358,487,988,1097,1183,1221,1315,1455
"Normal17, 49th Right d2",39,146,240,271,366,494,995,1105,1199,1242,1331,1471
"Normal17, 51th Left d2",33,152,244,280,393,506,1047,1160,1236,1279,1370,1520
"Normal17, 51th Right d2",39,155,247,281,398,527,1054,1167,1249,1274,1388,1523
"Normal17, 53th Left d2",35,155,243,272,395,518,1041,1158,1243,1284,1382,1520
"Normal17, 53th Right d2",42,158,269,300,401,527,1041,1161,1246,1296,1388,1527
"Normal17, 55th Left d2",45,161,262,300,411,556,1019,1142,1237,1265,1391,1523
"Normal17, 55th Right d2",45,168,275,310,417,559,1025,1145,1243,1287,1385,1539
"Normal17, 57th Left d2",42,158,256,294,395,530,1051,1164,1246,1300,1397,1536
"Normal17, 57th Right d2",42,158,256,294,398,530,1051,1164,1252,1296,1404,1542
"Normal17, 59th Left d2",39,158,247,281,385,521,1025,1145,1240,1281,1382,1536
"Normal17, 59th Right d2",45,161,253,291,392,530,1035,1148,1246,1281,1394,1539
"Normal17, 61th Left d2",42,158,259,303,411,546,1051,1173,1262,1306,1413,1552
"Normal17, 61th Right d2",39,161,262,310,411,552,1060,1173,1274,1306,1419,1558
"Normal17, 63th Left d2",35,158,259,297,404,543,1044,1161,1259,1303,1416,1549
"Normal17, 63th Right d2",45,165,266,306,411,546,1051,1164,1265,1306,1413,1555
"Normal17, 67th Left d2",39,158,253,303,420,565,1028,1151,1252,1300,1413,1549
"Normal17, 67th Right d2",48,171,275,316,429,568,1035,1155,1262,1300,1413,1561
"Normal17, 85th Left d2",42,161,262,310,411,552,1044,1170,1252,1303,1400,1549
"Normal17, 85th Right d2",42,168,272,310,411,552,1044,1173,1259,1300,1410,1552
"Normal17, 87th Left d2",39,158,266,313,404,543,1044,1158,1265,1309,1410,1555
"Normal17, 87th Right d2",39,165,272,319,417,546,1047,1167,1262,1296,1413,1558
"Normal17, 89th Left d2",32,161,262,303,420,559,1025,1145,1243,1287,1394,1536
"Normal17, 89th Right d2",45,158,262,300,404,556,1022,1158,1246,1287,1394,1536
"Normal17, 91th Left d2",39,158,269,310,420,552,1076,1196,1293,1331,1448,1577
"Normal17, 91th Right d2",39,161,272,306,417,556,1066,1202,1296,1347,1438,1571
